sample_name	model	auroc	auprc
0098d9ec-7eec-4d1f-a3bc-f4d6e790e0de	mobsnvf	0.872166787523543	0.728729224060789
0098d9ec-7eec-4d1f-a3bc-f4d6e790e0de	sobdetector	0.803513638465106	0.580474230998999
0098d9ec-7eec-4d1f-a3bc-f4d6e790e0de	vafsnvf	0.473655719048052	0.268628097258791
053bf137-bc10-47e9-9bd0-fffedafecef2	mobsnvf	0.793242580212909	0.449507350954614
053bf137-bc10-47e9-9bd0-fffedafecef2	sobdetector	0.756324187059224	0.216486841231862
053bf137-bc10-47e9-9bd0-fffedafecef2	vafsnvf	0.348040600380302	0.0421939238630063
07f457dc-8e5c-4fab-9881-1e0cf68dd840	mobsnvf	0.831484960028337	0.611295678183344
07f457dc-8e5c-4fab-9881-1e0cf68dd840	sobdetector	0.798688115069137	0.541979905332885
07f457dc-8e5c-4fab-9881-1e0cf68dd840	vafsnvf	0.472254635954261	0.25666133042897
0d954a8b-7fc3-405d-8f22-8c92c60dde78	mobsnvf	0.713509940693761	0.198411153544845
0d954a8b-7fc3-405d-8f22-8c92c60dde78	sobdetector	0.701200460963476	0.13863424662972
0d954a8b-7fc3-405d-8f22-8c92c60dde78	vafsnvf	0.358627826838933	0.0519293802282849
184b283e-621f-4adb-8b9a-bec00716b5ec	mobsnvf	0.823880469450658	0.190993149788605
184b283e-621f-4adb-8b9a-bec00716b5ec	sobdetector	0.790787438172706	0.0950253934820517
184b283e-621f-4adb-8b9a-bec00716b5ec	vafsnvf	0.291919254643353	0.020214126777873
1951a1ab-acf1-4656-abef-febd0a9ec30c	mobsnvf	0.691767807922684	0.186898830125377
1951a1ab-acf1-4656-abef-febd0a9ec30c	sobdetector	0.682099205800505	0.140638554695158
1951a1ab-acf1-4656-abef-febd0a9ec30c	vafsnvf	0.375052702823056	0.0580757951598837
1db7cb30-c1de-43d4-831a-2b1ce399b51a	mobsnvf	0.75607797826367	0.264008680727831
1db7cb30-c1de-43d4-831a-2b1ce399b51a	sobdetector	0.808607850982445	0.368829330486834
1db7cb30-c1de-43d4-831a-2b1ce399b51a	vafsnvf	0.469583564704857	0.105605073167376
23f3c15d-21c2-43b6-8793-e1432c6f51f6	mobsnvf	0.8465722956289	0.349538427772577
23f3c15d-21c2-43b6-8793-e1432c6f51f6	sobdetector	0.777331144465349	0.196971430558374
