sample_name	model	auroc	auprc	short_name
FFG_IL_T_1h	ideafix-xgboost	0.646599349657646	0.892796537241903	SEQC2_WGS_09
FFG_IL_T_1h	mobsnvf	0.593829235949233	0.976330227740154	SEQC2_WGS_09
FFG_IL_T_1h	sobdetector	0.6411388495149	0.978715945631896	SEQC2_WGS_09
FFG_IL_T_1h	vafsnvf	0.880829669442174	0.995113177513232	SEQC2_WGS_09
FFG_IL_T_24h	ffpolish	0.875049466578185	0.995210423994503	SEQC2_WGS_10
FFG_IL_T_24h	gatk-obmm	0.512283640274008	0.972471702021959	SEQC2_WGS_10
FFG_IL_T_24h	ideafix-xgboost	0.662550331249853	0.88710427139764	SEQC2_WGS_10
FFG_IL_T_24h	mobsnvf	0.655513883347505	0.97922461525576	SEQC2_WGS_10
FFG_IL_T_24h	sobdetector	0.629778855501491	0.977448327121087	SEQC2_WGS_10
FFG_IL_T_24h	vafsnvf	0.884958137015156	0.995057939629905	SEQC2_WGS_10
FFG_IL_T_2h	ffpolish	0.881883536413456	0.995100580838278	SEQC2_WGS_11
FFG_IL_T_2h	gatk-obmm	0.512758056306439	0.970364787154932	SEQC2_WGS_11
FFG_IL_T_2h	ideafix-xgboost	0.669920883398206	0.887744466582114	SEQC2_WGS_11
FFG_IL_T_2h	mobsnvf	0.647551997344395	0.977482975700353	SEQC2_WGS_11
FFG_IL_T_2h	sobdetector	0.632385760274091	0.97494815030706	SEQC2_WGS_11
FFG_IL_T_2h	vafsnvf	0.881319493833887	0.994648424764752	SEQC2_WGS_11
FFG_IL_T_6h	ffpolish	0.871625321940007	0.99547053559822	SEQC2_WGS_12
FFG_IL_T_6h	gatk-obmm	0.505733071381408	0.973749049363031	SEQC2_WGS_12
FFG_IL_T_6h	ideafix-xgboost	0.632099118281721	0.892600739712834	SEQC2_WGS_12
FFG_IL_T_6h	mobsnvf	0.578519573944485	0.976087364459901	SEQC2_WGS_12
FFG_IL_T_6h	sobdetector	0.613088767431468	0.976672145788591	SEQC2_WGS_12
FFG_IL_T_6h	vafsnvf	0.883358314998682	0.99529758787412	SEQC2_WGS_12
