sample	cutoff	precision	recall	specificity	1-PPV	TP	TN	FP	FN	log(q-cut)	log(1-PPV)
FFPE-Colon-Tumoral_B00GXLQ	2.5353644939701166e-8	0.8689655172413793	0.9333333333333333	0.42424242424242425	0.13103448275862073	126	14	19	9	-17.49034333264164	-2.0322947632541335
FFPE-Colon-Tumoral_B00GXLQ	3.678379771828634e-8	0.8689655172413793	0.9333333333333333	0.42424242424242425	0.13103448275862073	126	14	19	9	-17.11820836811735	-2.0322947632541335
FFPE-Colon-Tumoral_B00GXLQ	5.336699231206324e-8	0.8689655172413793	0.9333333333333333	0.42424242424242425	0.13103448275862073	126	14	19	9	-16.74607340359306	-2.0322947632541335
FFPE-Colon-Tumoral_B00GXLQ	7.742636826811277e-8	0.8698630136986302	0.9407407407407408	0.42424242424242425	0.13013698630136983	127	14	19	8	-16.37393843906877	-2.039167642541896
FFPE-Colon-Tumoral_B00GXLQ	1.1233240329780311e-7	0.8707482993197279	0.9481481481481482	0.42424242424242425	0.12925170068027214	128	14	19	7	-16.001803474544477	-2.0459936076122958
FFPE-Colon-Tumoral_B00GXLQ	1.6297508346206468e-7	0.8707482993197279	0.9481481481481482	0.42424242424242425	0.12925170068027214	128	14	19	7	-15.629668510020187	-2.0459936076122958
FFPE-Colon-Tumoral_B00GXLQ	2.3644894126454072e-7	0.8648648648648649	0.9481481481481482	0.3939393939393939	0.1351351351351351	128	13	20	7	-15.2575335454959	-2.0014800002101243
FFPE-Colon-Tumoral_B00GXLQ	3.430469286314926e-7	0.8590604026845637	0.9481481481481482	0.36363636363636365	0.14093959731543626	128	12	21	7	-14.885398580971605	-1.959423868222036
FFPE-Colon-Tumoral_B00GXLQ	4.977023564332114e-7	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-14.513263616447318	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	7.220809018385485e-7	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-14.141128651923026	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	1.0476157527896663e-6	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-13.768993687398737	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	1.5199110829529394e-6	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-13.396858722874445	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	2.2051307399030503e-6	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-13.024723758350156	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	3.1992671377973847e-6	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-12.652588793825867	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	4.641588833612791e-6	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-12.280453829301575	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	6.7341506577508285e-6	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-11.908318864777286	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	9.770099572992287e-6	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-11.536183900252993	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	0.000014174741629268077	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-11.164048935728704	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	0.0000205651230834866	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-10.791913971204412	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	0.000029836472402833465	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-10.419779006680123	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	0.00004328761281083062	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-10.047644042155834	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	0.00006280291441834272	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-9.675509077631542	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	0.00009111627561154906	0.8533333333333334	0.9481481481481482	0.3333333333333333	0.1466666666666666	128	11	22	7	-9.303374113107253	-1.9195928407379403
FFPE-Colon-Tumoral_B00GXLQ	0.00013219411484660342	0.8543046357615894	0.9555555555555556	0.3333333333333333	0.14569536423841056	129	11	22	6	-8.93123914858296	-1.9262373834566087
FFPE-Colon-Tumoral_B00GXLQ	0.00019179102616724927	0.8552631578947368	0.9629629629629629	0.3333333333333333	0.14473684210526316	130	11	22	5	-8.559104184058672	-1.9328380674879604
FFPE-Colon-Tumoral_B00GXLQ	0.0002782559402207126	0.8562091503267973	0.9703703703703703	0.3333333333333333	0.14379084967320266	131	11	22	4	-8.186969219534385	-1.9393954680341192
FFPE-Colon-Tumoral_B00GXLQ	0.00040370172585965663	0.8580645161290322	0.9851851851851852	0.3333333333333333	0.14193548387096777	133	11	22	2	-7.8148342550100915	-1.9523826635609305
FFPE-Colon-Tumoral_B00GXLQ	0.0005857020818056673	0.8580645161290322	0.9851851851851852	0.3333333333333333	0.14193548387096777	133	11	22	2	-7.442699290485803	-1.9523826635609305
FFPE-Colon-Tumoral_B00GXLQ	0.0008497534359086473	0.8525641025641025	0.9851851851851852	0.30303030303030304	0.14743589743589747	133	10	23	2	-7.07056432596151	-1.9143617913203872
FFPE-Colon-Tumoral_B00GXLQ	0.0012328467394420685	0.8535031847133758	0.9925925925925926	0.30303030303030304	0.14649681528662417	134	10	23	1	-6.698429361437222	-1.9207515894191587
FFPE-Colon-Tumoral_B00GXLQ	0.0017886495290574424	0.8535031847133758	0.9925925925925926	0.30303030303030304	0.14649681528662417	134	10	23	1	-6.326294396912929	-1.9207515894191587
FFPE-Colon-Tumoral_B00GXLQ	0.0025950242113997424	0.8535031847133758	0.9925925925925926	0.30303030303030304	0.14649681528662417	134	10	23	1	-5.954159432388641	-1.9207515894191587
FFPE-Colon-Tumoral_B00GXLQ	0.0037649358067924714	0.8535031847133758	0.9925925925925926	0.30303030303030304	0.14649681528662417	134	10	23	1	-5.582024467864352	-1.9207515894191587
FFPE-Colon-Tumoral_B00GXLQ	0.005462277217684359	0.8535031847133758	0.9925925925925926	0.30303030303030304	0.14649681528662417	134	10	23	1	-5.20988950334006	-1.9207515894191587
FFPE-Colon-Tumoral_B00GXLQ	0.007924828983539186	0.8535031847133758	0.9925925925925926	0.30303030303030304	0.14649681528662417	134	10	23	1	-4.837754538815771	-1.9207515894191587
FFPE-Colon-Tumoral_B00GXLQ	0.011497569953977403	0.8481012658227848	0.9925925925925926	0.2727272727272727	0.15189873417721522	134	9	24	1	-4.465619574291479	-1.884541202679021
FFPE-Colon-Tumoral_B00GXLQ	0.016681005372000627	0.8481012658227848	0.9925925925925926	0.2727272727272727	0.15189873417721522	134	9	24	1	-4.09348460976719	-1.884541202679021
FFPE-Colon-Tumoral_B00GXLQ	0.024201282647943932	0.8427672955974843	0.9925925925925926	0.24242424242424243	0.1572327044025157	134	8	25	1	-3.7213496452428974	-1.850028377352031
FFPE-Colon-Tumoral_B00GXLQ	0.03511191734215142	0.8427672955974843	0.9925925925925926	0.24242424242424243	0.1572327044025157	134	8	25	1	-3.349214680718609	-1.850028377352031
FFPE-Colon-Tumoral_B00GXLQ	0.05094138014816386	0.8427672955974843	0.9925925925925926	0.24242424242424243	0.1572327044025157	134	8	25	1	-2.9770797161943205	-1.850028377352031
FFPE-Colon-Tumoral_B00GXLQ	0.07390722033525805	0.8427672955974843	0.9925925925925926	0.24242424242424243	0.1572327044025157	134	8	25	1	-2.6049447516700277	-1.850028377352031
FFPE-Colon-Tumoral_B00GXLQ	0.10722672220103253	0.8427672955974843	0.9925925925925926	0.24242424242424243	0.1572327044025157	134	8	25	1	-2.2328097871457393	-1.850028377352031
FFPE-Colon-Tumoral_B00GXLQ	0.15556761439304786	0.8427672955974843	0.9925925925925926	0.24242424242424243	0.1572327044025157	134	8	25	1	-1.8606748226214467	-1.850028377352031
FFPE-Colon-Tumoral_B00GXLQ	0.22570197196339262	0.8427672955974843	0.9925925925925926	0.24242424242424243	0.1572327044025157	134	8	25	1	-1.488539858097158	-1.850028377352031
FFPE-Colon-Tumoral_B00GXLQ	0.3274549162877732	0.8427672955974843	0.9925925925925926	0.24242424242424243	0.1572327044025157	134	8	25	1	-1.1164048935728696	-1.850028377352031
FFPE-Colon-Tumoral_B00GXLQ	0.47508101621028126	0.8427672955974843	0.9925925925925926	0.24242424242424243	0.1572327044025157	134	8	25	1	-0.744269929048577	-1.850028377352031
FFPE-Colon-Tumoral_B00GXLQ	0.6892612104349709	0.8427672955974843	0.9925925925925926	0.24242424242424243	0.1572327044025157	134	8	25	1	-0.37213496452428857	-1.850028377352031
FFPE-Colon-Tumoral_B00GXLQ	1.0	0.8427672955974843	0.9925925925925926	0.24242424242424243	0.1572327044025157	134	8	25	1	0.0	-1.850028377352031
FFPE-Liver-Tumoral_B00GXDO	4.132012400115334e-15	0.7058823529411765	1.0	0.9834983498349835	0.2941176470588235	12	298	5	0	-33.12001184266183	-1.2237754316221159
FFPE-Liver-Tumoral_B00GXDO	5.994842503189421e-15	0.7058823529411765	1.0	0.9834983498349835	0.2941176470588235	12	298	5	0	-32.74787687813754	-1.2237754316221159
FFPE-Liver-Tumoral_B00GXDO	8.697490026177834e-15	0.6666666666666666	1.0	0.9801980198019802	0.33333333333333337	12	297	6	0	-32.37574191361325	-1.0986122886681096
FFPE-Liver-Tumoral_B00GXDO	1.2618568830660185e-14	0.6666666666666666	1.0	0.9801980198019802	0.33333333333333337	12	297	6	0	-32.00360694908896	-1.0986122886681096
FFPE-Liver-Tumoral_B00GXDO	1.8307382802953698e-14	0.6666666666666666	1.0	0.9801980198019802	0.33333333333333337	12	297	6	0	-31.631471984564666	-1.0986122886681096
FFPE-Liver-Tumoral_B00GXDO	2.6560877829466838e-14	0.631578947368421	1.0	0.976897689768977	0.368421052631579	12	296	7	0	-31.25933702004038	-0.998528830111127
FFPE-Liver-Tumoral_B00GXDO	3.853528593710535e-14	0.631578947368421	1.0	0.976897689768977	0.368421052631579	12	296	7	0	-30.887202055516084	-0.998528830111127
FFPE-Liver-Tumoral_B00GXDO	5.590810182512223e-14	0.631578947368421	1.0	0.976897689768977	0.368421052631579	12	296	7	0	-30.5150670909918	-0.998528830111127
FFPE-Liver-Tumoral_B00GXDO	8.111308307896889e-14	0.5714285714285714	1.0	0.9702970297029703	0.4285714285714286	12	294	9	0	-30.142932126467503	-0.8472978603872036
FFPE-Liver-Tumoral_B00GXDO	1.176811952434999e-13	0.5454545454545454	1.0	0.966996699669967	0.4545454545454546	12	293	10	0	-29.770797161943218	-0.78845736036427
FFPE-Liver-Tumoral_B00GXDO	1.7073526474706888e-13	0.5	1.0	0.9603960396039604	0.5	12	291	12	0	-29.39866219741893	-0.6931471805599453
FFPE-Liver-Tumoral_B00GXDO	2.477076355991714e-13	0.46153846153846156	1.0	0.9537953795379538	0.5384615384615384	12	289	14	0	-29.026527232894637	-0.6190392084062235
FFPE-Liver-Tumoral_B00GXDO	3.593813663804626e-13	0.41379310344827586	1.0	0.9438943894389439	0.5862068965517242	12	286	17	0	-28.654392268370348	-0.5340824859302579
FFPE-Liver-Tumoral_B00GXDO	5.214008287999695e-13	0.41379310344827586	1.0	0.9438943894389439	0.5862068965517242	12	286	17	0	-28.282257303846055	-0.5340824859302579
FFPE-Liver-Tumoral_B00GXDO	7.564633275546291e-13	0.36363636363636365	1.0	0.9306930693069307	0.6363636363636364	12	282	21	0	-27.910122339321767	-0.45198512374305727
FFPE-Liver-Tumoral_B00GXDO	1.097498765493059e-12	0.34285714285714286	1.0	0.9240924092409241	0.6571428571428571	12	280	23	0	-27.537987374797474	-0.419853845560264
FFPE-Liver-Tumoral_B00GXDO	1.5922827933410938e-12	0.3333333333333333	1.0	0.9207920792079208	0.6666666666666667	12	279	24	0	-27.165852410273185	-0.4054651081081643
FFPE-Liver-Tumoral_B00GXDO	2.310129700083158e-12	0.3	1.0	0.9075907590759076	0.7	12	275	28	0	-26.793717445748896	-0.35667494393873245
FFPE-Liver-Tumoral_B00GXDO	3.3516026509388475e-12	0.3	1.0	0.9075907590759076	0.7	12	275	28	0	-26.421582481224604	-0.35667494393873245
FFPE-Liver-Tumoral_B00GXDO	4.8626015800653536e-12	0.26666666666666666	1.0	0.8910891089108911	0.7333333333333334	12	270	33	0	-26.049447516700315	-0.31015492830383945
FFPE-Liver-Tumoral_B00GXDO	7.054802310718631e-12	0.25	1.0	0.8811881188118812	0.75	12	267	36	0	-25.677312552176026	-0.2876820724517809
FFPE-Liver-Tumoral_B00GXDO	1.0235310218990269e-11	0.23076923076923078	1.0	0.8679867986798679	0.7692307692307692	12	263	40	0	-25.305177587651734	-0.2623642644674911
FFPE-Liver-Tumoral_B00GXDO	1.4849682622544695e-11	0.2222222222222222	1.0	0.8613861386138614	0.7777777777777778	12	261	42	0	-24.93304262312744	-0.25131442828090605
FFPE-Liver-Tumoral_B00GXDO	2.1544346900318868e-11	0.2033898305084746	1.0	0.8448844884488449	0.7966101694915254	12	256	47	0	-24.560907658603153	-0.22738984219566089
FFPE-Liver-Tumoral_B00GXDO	3.125715849688235e-11	0.18461538461538463	1.0	0.8250825082508251	0.8153846153846154	12	250	53	0	-24.188772694078864	-0.20409535634351528
FFPE-Liver-Tumoral_B00GXDO	4.5348785081285915e-11	0.1643835616438356	1.0	0.7986798679867987	0.8356164383561644	12	242	61	0	-23.81663772955457	-0.17958557697507987
FFPE-Liver-Tumoral_B00GXDO	6.579332246575682e-11	0.15384615384615385	1.0	0.7821782178217822	0.8461538461538461	12	237	66	0	-23.444502765030283	-0.1670540846631662
FFPE-Liver-Tumoral_B00GXDO	9.545484566618327e-11	0.13953488372093023	1.0	0.7557755775577558	0.8604651162790697	12	229	74	0	-23.072367800505994	-0.150282203049338
FFPE-Liver-Tumoral_B00GXDO	1.3848863713938747e-10	0.12903225806451613	1.0	0.7326732673267327	0.8709677419354839	12	222	81	0	-22.7002328359817	-0.13815033848081718
FFPE-Liver-Tumoral_B00GXDO	2.009233002565054e-10	0.12	1.0	0.7095709570957096	0.88	12	215	88	0	-22.32809787145741	-0.12783337150988489
FFPE-Liver-Tumoral_B00GXDO	2.915053062825182e-10	0.11538461538461539	1.0	0.6963696369636964	0.8846153846153846	12	211	92	0	-21.95596290693312	-0.12260232209233239
FFPE-Liver-Tumoral_B00GXDO	4.229242874389499e-10	0.10810810810810811	1.0	0.6732673267326733	0.8918918918918919	12	204	99	0	-21.58382794240883	-0.11441035117774422
FFPE-Liver-Tumoral_B00GXDO	6.135907273413188e-10	0.10084033613445378	1.0	0.6468646864686468	0.8991596638655462	12	196	107	0	-21.21169297788454	-0.10629465864962319
FFPE-Liver-Tumoral_B00GXDO	8.902150854450393e-10	0.08633093525179857	1.0	0.5808580858085809	0.9136690647482014	12	176	127	0	-20.83955801336025	-0.0902868466721005
FFPE-Liver-Tumoral_B00GXDO	1.2915496650148826e-9	0.07947019867549669	1.0	0.5412541254125413	0.9205298013245033	12	164	139	0	-20.46742304883596	-0.08280590368423253
FFPE-Liver-Tumoral_B00GXDO	1.873817422860387e-9	0.06896551724137931	1.0	0.46534653465346537	0.9310344827586207	12	141	162	0	-20.09528808431167	-0.07145896398214498
FFPE-Liver-Tumoral_B00GXDO	2.7185882427329512e-9	0.061224489795918366	1.0	0.3927392739273927	0.9387755102040817	12	119	184	0	-19.723153119787376	-0.06317890162153156
FFPE-Liver-Tumoral_B00GXDO	3.944206059437664e-9	0.05714285714285714	1.0	0.3465346534653465	0.9428571428571428	12	105	198	0	-19.351018155263088	-0.058840500022933465
FFPE-Liver-Tumoral_B00GXDO	5.72236765935022e-9	0.055299539170506916	1.0	0.3234323432343234	0.9447004608294931	12	98	205	0	-18.9788831907388	-0.056887374402051355
FFPE-Liver-Tumoral_B00GXDO	8.302175681319769e-9	0.05405405405405406	1.0	0.3069306930693069	0.9459459459459459	12	93	210	0	-18.606748226214506	-0.055569851154810765
FFPE-Liver-Tumoral_B00GXDO	1.2045035402587836e-8	0.05309734513274336	1.0	0.29372937293729373	0.9469026548672567	12	89	214	0	-18.234613261690217	-0.054558984250434366
FFPE-Liver-Tumoral_B00GXDO	1.7475284000076902e-8	0.05063291139240506	1.0	0.25742574257425743	0.9493670886075949	12	78	225	0	-17.862478297165925	-0.051959738930711104
FFPE-Liver-Tumoral_B00GXDO	2.5353644939701166e-8	0.04918032786885246	1.0	0.23432343234323433	0.9508196721311475	12	71	232	0	-17.49034333264164	-0.05043085362689197
FFPE-Liver-Tumoral_B00GXDO	3.678379771828634e-8	0.04838709677419355	1.0	0.22112211221122113	0.9516129032258065	12	67	236	0	-17.11820836811735	-0.04959694113937206
FFPE-Liver-Tumoral_B00GXDO	5.336699231206324e-8	0.046875	1.0	0.19471947194719472	0.953125	12	59	244	0	-16.74607340359306	-0.048009219186360606
FFPE-Liver-Tumoral_B00GXDO	7.742636826811277e-8	0.045283018867924525	1.0	0.16501650165016502	0.9547169811320755	12	50	253	0	-16.37393843906877	-0.046340337258701965
FFPE-Liver-Tumoral_B00GXDO	1.1233240329780311e-7	0.043795620437956206	1.0	0.1353135313531353	0.9562043795620438	12	41	262	0	-16.001803474544477	-0.04478360262697331
FFPE-Liver-Tumoral_B00GXDO	1.6297508346206468e-7	0.043010752688172046	1.0	0.1188118811881188	0.956989247311828	12	36	267	0	-15.629668510020187	-0.04396312342111606
FFPE-Liver-Tumoral_B00GXDO	2.3644894126454072e-7	0.041666666666666664	1.0	0.0891089108910891	0.9583333333333334	12	27	276	0	-15.2575335454959	-0.04255961441879589
FFPE-Liver-Tumoral_B00GXDO	3.430469286314926e-7	0.0410958904109589	1.0	0.07590759075907591	0.9589041095890412	12	23	280	0	-14.885398580971605	-0.04196419909903208
