sample_name	model	auroc	auprc	workflow_type	workflow_type_right
29e68a40-cf28-4e5e-b646-b9119d6f2f75	MOBSNVF	0.484848484848484	0.284926463682874	MuSE	MuSE
29e68a40-cf28-4e5e-b646-b9119d6f2f75	SOBDetector	0.517543859649121	0.297283458162542	MuSE	MuSE
29e68a40-cf28-4e5e-b646-b9119d6f2f75	VAFSNVF	0.310606060606061	0.21667894975272	MuSE	MuSE
2ab05260-68d5-4454-8021-56ac2b653dec	MicroSEC	0.575837754948441	0.118656242967008	SomaticSniper	SomaticSniper
2ab05260-68d5-4454-8021-56ac2b653dec	MOBSNVF	0.694074535180716	0.190402976557032	SomaticSniper	SomaticSniper
2ab05260-68d5-4454-8021-56ac2b653dec	SOBDetector	0.716054169645181	0.166823293491201	SomaticSniper	SomaticSniper
2ab05260-68d5-4454-8021-56ac2b653dec	VAFSNVF	0.460415802015055	0.09249865101268	SomaticSniper	SomaticSniper
2b120aa2-0cf6-4a1c-970c-0ec747eb7781	MicroSEC	0.666666666666666	0.973684210526326	MuSE	MuSE
2b120aa2-0cf6-4a1c-970c-0ec747eb7781	MOBSNVF	1.0	1.0	MuSE	MuSE
2b120aa2-0cf6-4a1c-970c-0ec747eb7781	SOBDetector	0.89421768707483	0.998527079807301	MuSE	MuSE
2b120aa2-0cf6-4a1c-970c-0ec747eb7781	VAFSNVF	0.351351351351347	0.955060142414999	MuSE	MuSE
2c3f9bee-2ada-4bfc-8d21-2d43d3936c17	MicroSEC	0.508432539682538	0.0606957705305039	MuTect2	MuTect2
2c3f9bee-2ada-4bfc-8d21-2d43d3936c17	MOBSNVF	0.947916666666667	0.514689657233618	MuTect2	MuTect2
2c3f9bee-2ada-4bfc-8d21-2d43d3936c17	SOBDetector	0.461590462143556	0.0329758225675307	MuTect2	MuTect2
2c3f9bee-2ada-4bfc-8d21-2d43d3936c17	VAFSNVF	0.865413346613546	0.173672485469884	MuTect2	MuTect2
2dbff952-c93f-4207-ac7e-1a651a7cfdf5	MicroSEC	0.566859861232295	0.21803310796728	SomaticSniper	SomaticSniper
2dbff952-c93f-4207-ac7e-1a651a7cfdf5	MOBSNVF	0.855262363535744	0.567854811723366	SomaticSniper	SomaticSniper
2dbff952-c93f-4207-ac7e-1a651a7cfdf5	SOBDetector	0.779549394746387	0.4538238649976	SomaticSniper	SomaticSniper
2dbff952-c93f-4207-ac7e-1a651a7cfdf5	VAFSNVF	0.483677114252655	0.19124814734005	SomaticSniper	SomaticSniper
2fa86a3a-1171-4131-a321-85033e79ec03	MicroSEC	0.624242424242425	0.630447871977142	VarScan2	VarScan2
2fa86a3a-1171-4131-a321-85033e79ec03	MOBSNVF	0.787544563279854	0.704610159487132	VarScan2	VarScan2
2fa86a3a-1171-4131-a321-85033e79ec03	SOBDetector	0.60740662139219	0.554923086243375	VarScan2	VarScan2
2fa86a3a-1171-4131-a321-85033e79ec03	VAFSNVF	0.732620320855613	0.709212742130314	VarScan2	VarScan2
2fc066ca-ced1-4791-abe5-25d131dff843	MicroSEC	0.784690101757632	0.744196636801856	MuSE	MuSE
2fc066ca-ced1-4791-abe5-25d131dff843	MOBSNVF	0.736186594202893	0.684558486607707	MuSE	MuSE
2fc066ca-ced1-4791-abe5-25d131dff843	SOBDetector	0.923193586826996	0.912489272928749	MuSE	MuSE
2fc066ca-ced1-4791-abe5-25d131dff843	VAFSNVF	0.782382246376812	0.78360804410589	MuSE	MuSE
3100bbd4-b418-407e-ae6c-07f123931526	MicroSEC	0.606383750453402	0.0141560368500804	VarScan2	VarScan2
3100bbd4-b418-407e-ae6c-07f123931526	MOBSNVF	0.894287228404878	0.0704061768165067	VarScan2	VarScan2
3100bbd4-b418-407e-ae6c-07f123931526	SOBDetector	0.68035080114249	0.00908405476061805	VarScan2	VarScan2
3100bbd4-b418-407e-ae6c-07f123931526	VAFSNVF	0.809867514573402	0.0779533796972077	VarScan2	VarScan2
310a7095-a693-4374-913d-9ecd64943761	MicroSEC	0.59375	0.535714285714295	MuSE	MuSE
310a7095-a693-4374-913d-9ecd64943761	MOBSNVF	0.502846299810246	0.478208417560889	MuSE	MuSE
310a7095-a693-4374-913d-9ecd64943761	SOBDetector	0.543037974683543	0.539806647478039	MuSE	MuSE
310a7095-a693-4374-913d-9ecd64943761	VAFSNVF	0.774667931688807	0.723864985790717	MuSE	MuSE
316d70cd-20a9-4d0b-be96-d14d9ad1dd17	MicroSEC	0.539514348785873	0.245055689822165	MuTect2	MuTect2
316d70cd-20a9-4d0b-be96-d14d9ad1dd17	MOBSNVF	0.828182487122888	0.501353435029345	MuTect2	MuTect2
316d70cd-20a9-4d0b-be96-d14d9ad1dd17	SOBDetector	0.811963048498845	0.356550351842609	MuTect2	MuTect2
316d70cd-20a9-4d0b-be96-d14d9ad1dd17	VAFSNVF	0.666225165562916	0.287026145846081	MuTect2	MuTect2
31fd0a13-c4c5-47cb-99cb-62b46c23f6c6	MicroSEC	0.547061047061047	0.81023238479782	MuTect2	MuTect2
31fd0a13-c4c5-47cb-99cb-62b46c23f6c6	MOBSNVF	0.842940842940843	0.943403707112476	MuTect2	MuTect2
31fd0a13-c4c5-47cb-99cb-62b46c23f6c6	SOBDetector	0.743975155279502	0.888221162320374	MuTect2	MuTect2
