"case_id"	"wtype"	"vcf_fid"	"model"	"auroc"	"auprc"
"418a004e-d5a9-461b-8764-4b581b6b8223"	"muse"	"24eda4a0-d974-4c6a-b745-b8e12a93576e"	"sobdetector"	0.623716153127917	0.75669531780113
"418a004e-d5a9-461b-8764-4b581b6b8223"	"muse"	"24eda4a0-d974-4c6a-b745-b8e12a93576e"	"microsec"	0.63515406162465	0.772823909449367
"418a004e-d5a9-461b-8764-4b581b6b8223"	"mutect2"	"7d78c513-dd57-4d60-9556-b154601fd0dd"	"mobsnvf"	0.888340557638245	0.616597692474651
"418a004e-d5a9-461b-8764-4b581b6b8223"	"mutect2"	"7d78c513-dd57-4d60-9556-b154601fd0dd"	"vafsnvf"	0.707931115276473	0.288855517398146
"418a004e-d5a9-461b-8764-4b581b6b8223"	"mutect2"	"7d78c513-dd57-4d60-9556-b154601fd0dd"	"sobdetector"	0.733156630740417	0.221851129435966
"418a004e-d5a9-461b-8764-4b581b6b8223"	"mutect2"	"7d78c513-dd57-4d60-9556-b154601fd0dd"	"microsec"	0.497112230552942	0.141122439146786
"418a004e-d5a9-461b-8764-4b581b6b8223"	"mutect2"	"8f5d10af-16c4-4ab2-be3c-c1b9a243c686"	"mobsnvf"	0.852756458440481	0.541680222396168
"418a004e-d5a9-461b-8764-4b581b6b8223"	"mutect2"	"8f5d10af-16c4-4ab2-be3c-c1b9a243c686"	"vafsnvf"	0.695963721960676	0.321540594295255
"418a004e-d5a9-461b-8764-4b581b6b8223"	"mutect2"	"8f5d10af-16c4-4ab2-be3c-c1b9a243c686"	"sobdetector"	0.722193100447045	0.301523444907186
"418a004e-d5a9-461b-8764-4b581b6b8223"	"mutect2"	"8f5d10af-16c4-4ab2-be3c-c1b9a243c686"	"microsec"	0.499999999999999	0.200727272727272
"418a004e-d5a9-461b-8764-4b581b6b8223"	"somaticsniper"	"23f3c15d-21c2-43b6-8793-e1432c6f51f6"	"mobsnvf"	0.856559475779368	0.383591297880755
"418a004e-d5a9-461b-8764-4b581b6b8223"	"somaticsniper"	"23f3c15d-21c2-43b6-8793-e1432c6f51f6"	"vafsnvf"	0.339613283634229	0.0575057013749073
"418a004e-d5a9-461b-8764-4b581b6b8223"	"somaticsniper"	"23f3c15d-21c2-43b6-8793-e1432c6f51f6"	"sobdetector"	0.784479522151451	0.192796527657086
"418a004e-d5a9-461b-8764-4b581b6b8223"	"somaticsniper"	"23f3c15d-21c2-43b6-8793-e1432c6f51f6"	"microsec"	0.638760695736284	0.111732430139555
"418a004e-d5a9-461b-8764-4b581b6b8223"	"somaticsniper"	"f06ada10-2055-4816-8317-6b113a057dd1"	"mobsnvf"	0.859039889893447	0.471652303443506
"418a004e-d5a9-461b-8764-4b581b6b8223"	"somaticsniper"	"f06ada10-2055-4816-8317-6b113a057dd1"	"vafsnvf"	0.364539878028523	0.0846514991590099
"418a004e-d5a9-461b-8764-4b581b6b8223"	"somaticsniper"	"f06ada10-2055-4816-8317-6b113a057dd1"	"sobdetector"	0.812589876841984	0.286318931229102
"418a004e-d5a9-461b-8764-4b581b6b8223"	"somaticsniper"	"f06ada10-2055-4816-8317-6b113a057dd1"	"microsec"	0.604113571106517	0.143688850181902
"418a004e-d5a9-461b-8764-4b581b6b8223"	"varscan2"	"22e2f262-51b8-4617-b719-6720e86f5edf"	"mobsnvf"	0.884500850822448	0.789282000872682
"418a004e-d5a9-461b-8764-4b581b6b8223"	"varscan2"	"22e2f262-51b8-4617-b719-6720e86f5edf"	"vafsnvf"	0.760493477027796	0.606440619543236
"418a004e-d5a9-461b-8764-4b581b6b8223"	"varscan2"	"22e2f262-51b8-4617-b719-6720e86f5edf"	"sobdetector"	0.696067309510303	0.532982891321681
"418a004e-d5a9-461b-8764-4b581b6b8223"	"varscan2"	"22e2f262-51b8-4617-b719-6720e86f5edf"	"microsec"	0.61861883153715	0.484940292183283
"418a004e-d5a9-461b-8764-4b581b6b8223"	"varscan2"	"e308c3f3-1266-4eb1-8e9c-9fbb9feb819c"	"mobsnvf"	0.85838206627679	0.774369529454632
"418a004e-d5a9-461b-8764-4b581b6b8223"	"varscan2"	"e308c3f3-1266-4eb1-8e9c-9fbb9feb819c"	"vafsnvf"	0.752802144249511	0.642198931533748
"418a004e-d5a9-461b-8764-4b581b6b8223"	"varscan2"	"e308c3f3-1266-4eb1-8e9c-9fbb9feb819c"	"sobdetector"	0.697002923976609	0.586823694740836
"418a004e-d5a9-461b-8764-4b581b6b8223"	"varscan2"	"e308c3f3-1266-4eb1-8e9c-9fbb9feb819c"	"microsec"	0.613060428849902	0.535882677657029
"49929108-023e-4d35-b26d-50ab4d3ae581"	"muse"	"881f5579-ae20-4839-9b3d-bb2ecf2ab42b"	"mobsnvf"	0.963782051282049	0.887382849223686
"49929108-023e-4d35-b26d-50ab4d3ae581"	"muse"	"881f5579-ae20-4839-9b3d-bb2ecf2ab42b"	"vafsnvf"	0.88040064102565	0.743442270072292
"49929108-023e-4d35-b26d-50ab4d3ae581"	"muse"	"881f5579-ae20-4839-9b3d-bb2ecf2ab42b"	"sobdetector"	0.749350961538461	0.424312942203965
"49929108-023e-4d35-b26d-50ab4d3ae581"	"muse"	"881f5579-ae20-4839-9b3d-bb2ecf2ab42b"	"microsec"	0.541746794871793	0.310384435791574
"49929108-023e-4d35-b26d-50ab4d3ae581"	"muse"	"aa797f66-eb7f-4761-9200-a7e315884a34"	"mobsnvf"	0.967222661908102	0.902015130218247
"49929108-023e-4d35-b26d-50ab4d3ae581"	"muse"	"aa797f66-eb7f-4761-9200-a7e315884a34"	"vafsnvf"	0.881202681917965	0.759896040429623
"49929108-023e-4d35-b26d-50ab4d3ae581"	"muse"	"aa797f66-eb7f-4761-9200-a7e315884a34"	"sobdetector"	0.744993802917855	0.421309702761344
"49929108-023e-4d35-b26d-50ab4d3ae581"	"muse"	"aa797f66-eb7f-4761-9200-a7e315884a34"	"microsec"	0.529895321576302	0.307884559686268
"49929108-023e-4d35-b26d-50ab4d3ae581"	"mutect2"	"49ce0762-2ab2-49de-b611-ded7efe00a21"	"mobsnvf"	0.906228890796441	0.646237307480503
"49929108-023e-4d35-b26d-50ab4d3ae581"	"mutect2"	"49ce0762-2ab2-49de-b611-ded7efe00a21"	"vafsnvf"	0.770954879044913	0.357806915527206
"49929108-023e-4d35-b26d-50ab4d3ae581"	"mutect2"	"49ce0762-2ab2-49de-b611-ded7efe00a21"	"sobdetector"	0.720122877648219	0.203792654733713
"49929108-023e-4d35-b26d-50ab4d3ae581"	"mutect2"	"49ce0762-2ab2-49de-b611-ded7efe00a21"	"microsec"	0.427037759104097	0.114883909081539
"49929108-023e-4d35-b26d-50ab4d3ae581"	"mutect2"	"52c3ea1f-80df-4644-9761-8e963e353e31"	"mobsnvf"	0.892879802779111	0.63011433243996
"49929108-023e-4d35-b26d-50ab4d3ae581"	"mutect2"	"52c3ea1f-80df-4644-9761-8e963e353e31"	"vafsnvf"	0.739348764221265	0.328411442295469
"49929108-023e-4d35-b26d-50ab4d3ae581"	"mutect2"	"52c3ea1f-80df-4644-9761-8e963e353e31"	"sobdetector"	0.721989257467213	0.21210209624993
"49929108-023e-4d35-b26d-50ab4d3ae581"	"mutect2"	"52c3ea1f-80df-4644-9761-8e963e353e31"	"microsec"	0.421821677830568	0.118481379591724
"49929108-023e-4d35-b26d-50ab4d3ae581"	"somaticsniper"	"bdafb9ac-850a-4706-9f6d-2e6dd2b1f75a"	"mobsnvf"	0.867904694302774	0.411274993523148
"49929108-023e-4d35-b26d-50ab4d3ae581"	"somaticsniper"	"bdafb9ac-850a-4706-9f6d-2e6dd2b1f75a"	"vafsnvf"	0.336780944108361	0.0393826348563038
"49929108-023e-4d35-b26d-50ab4d3ae581"	"somaticsniper"	"bdafb9ac-850a-4706-9f6d-2e6dd2b1f75a"	"sobdetector"	0.824506945012101	0.25918357971829
"49929108-023e-4d35-b26d-50ab4d3ae581"	"somaticsniper"	"bdafb9ac-850a-4706-9f6d-2e6dd2b1f75a"	"microsec"	0.477274932495992	0.0539693456623036
"49929108-023e-4d35-b26d-50ab4d3ae581"	"somaticsniper"	"e10a33ef-b683-42a6-915c-4a50b4ff4cd5"	"mobsnvf"	0.875382905103231	0.46418381986632
"49929108-023e-4d35-b26d-50ab4d3ae581"	"somaticsniper"	"e10a33ef-b683-42a6-915c-4a50b4ff4cd5"	"vafsnvf"	0.347209420019958	0.0483696631751107
"49929108-023e-4d35-b26d-50ab4d3ae581"	"somaticsniper"	"e10a33ef-b683-42a6-915c-4a50b4ff4cd5"	"sobdetector"	0.821935266505319	0.283876467255648
"49929108-023e-4d35-b26d-50ab4d3ae581"	"somaticsniper"	"e10a33ef-b683-42a6-915c-4a50b4ff4cd5"	"microsec"	0.506101177360334	0.0695189102161536
"49929108-023e-4d35-b26d-50ab4d3ae581"	"varscan2"	"c18c2d3c-69d0-42c8-90dd-a6fd6ca3fc03"	"mobsnvf"	0.91561961407185	0.731609924244877
